         5626494 function calls (5602257 primitive calls) in 17.649 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3804    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      183    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      101    0.000    0.000    0.000    0.000 {method 'start' of 'gevent.corecext.async' objects}
      101    0.000    0.000    0.000    0.000 {method 'start' of 'gevent.corecext.fork' objects}
      133    0.000    0.000    0.000    0.000 {method 'start' of 'gevent.corecext.io' objects}
       48    0.000    0.000    0.000    0.000 {method 'start' of 'gevent.corecext.timer' objects}
     1646    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      101    0.000    0.000    0.000    0.000 {method 'stop' of 'gevent.corecext.async' objects}
        1    0.000    0.000    0.000    0.000 {method 'stop' of 'gevent.corecext.fork' objects}
      133    0.000    0.000    0.000    0.000 {method 'stop' of 'gevent.corecext.io' objects}
       48    0.000    0.000    0.000    0.000 {method 'stop' of 'gevent.corecext.timer' objects}
       70    1.457    0.021    1.457    0.021 {method 'store_result' of '_mysql.connection' objects}
      451    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      571    0.648    0.001    0.653    0.001 {method 'sub' of '_sre.SRE_Pattern' objects}
      226    0.001    0.000    0.001    0.000 {method 'switch' of 'greenlet.greenlet' objects}
        3    0.000    0.000    0.000    0.000 {method 'symmetric_difference' of 'set' objects}
       48    0.000    0.000    0.000    0.000 {method 'timer' of 'gevent.corecext.loop' objects}
      150    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
       72    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
      685    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       70    0.000    0.000    0.000    0.000 {method 'warning_count' of '_mysql.connection' objects}
      411    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       83    0.004    0.000    0.004    0.000 {method 'write' of '_io.TextIOWrapper' objects}


